,site,job_title,work_location,ingestion_ts,link
75,Afry,Senior Embedded SW-Utvecklare - Försvarsindustrin Stockholm,Stockholms län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/c3f1692f-9993-40c4-98d9-32d96e423132
76,Afry,Testledare,Östergötlands län Gävleborgs län Dalarnas län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/82f7f920-a0e7-437d-b2c4-fa8dd90bed13
77,Afry,"Process/Valideringsingenjör (kemiska processer), validering av ny produktionslina läkemedel",Stockholms län Södermanlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/76c50f6f-435c-4d0f-8573-48e188a92c52
61,Afry,Lösningsarkitekt,Kalmar län Stockholms län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/0f39e41e-3b60-4a13-9ef2-4219fa76c998
60,Afry,Teknisk Projektledare Life Science,Stockholms län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/f8727e98-7c5d-4288-88b4-a5c553ee2db7
59,Afry,Projektledare till kunds PMO,Stockholms län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/6c93b85f-2df5-487f-8e4d-ce7d73a17726
58,Afry,Kvalitetsingenjör industrialisering,Örebro län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/dca60be0-7fbb-4980-b636-945f04f99222
44,Afry,Senior Development Electrical Engineer,Östergötlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/d9323cfe-c8f2-4512-87da-e5e8e2f5b772
45,Afry,Testspecialist,Stockholms län Kalmar län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/f2d70afa-fa9c-41b7-937a-445566ebeab1
46,Afry,"Systemutvecklare C#, Azure",Östergötlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/311ef4d4-f9c4-49bd-a1ae-17521ebcaeda
47,Afry,Senior Teknisk QA Betalaflödet inom Bank,Stockholms län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/caf4b967-1b09-4592-8836-22804e37a599
48,Afry,SW Test & Integration ,Västra Götalands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/65a008cf-9542-43ba-aab3-1c1bb6805bec
49,Afry,Product owner/Business IT analyst Automotive,Södermanlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/ea8b469e-5d78-4674-b74f-647792d44cd8
50,Afry,Developer .Net AWS,Södermanlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/8b3e1efc-2643-4364-b0b5-e5a33d80dc2c
51,Afry,Verifiering/Validering av Transportabel MarkRadio,Stockholms län Uppsala län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/90592614-e4f2-4cc6-9c27-e59bb32f39ac
52,Afry,Purchaser,,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/f024c473-3cc4-47ad-abca-cf958ca21c6d
53,Afry,Data Engineer AWS,Skåne län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/8daabeda-53ed-4368-a9b1-ca655b5eab17
54,Afry,Data Engineer Informatica,Skåne län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/a89efa57-08df-4046-86ed-bf8337ad546b
55,Afry,R&D projektledare till Service,Östergötlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/0b0c3fdd-9a5c-4415-a057-feb5fbc949ac
56,Afry,Kvalitetsingenjör - Additiv Tillverkning,Östergötlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/d6f99ed0-cab2-4fda-9fb7-4136068f80c5
57,Afry,Service Application Engineer,Östergötlands län,2025-09-15 13:41:53,https://portal.afry.com/available-assignments/search/28d81dab-a5ea-4053-8f62-0f0180775860
3,Aliant,Utvecklare - MES-system,Jönköping,2025-09-15 13:40:39,https://aliant.recman.page/job/448170
2,Aliant,Computer Vision - Android Automotive,Göteborg,2025-09-15 13:40:39,https://aliant.recman.page/job/448256
1,Aliant,Medior Project Manager,Göteborg,2025-09-15 13:40:39,https://aliant.recman.page/job/449546
4,Aliant,Sitecore-utvecklare,Göteborg,2025-09-15 13:40:39,https://aliant.recman.page/job/432534
0,Aliant,Scala-utvecklare,Göteborg,2025-09-15 13:40:39,https://aliant.recman.page/job/449553
